OBJECTID,splice,beam_list,column_list,pz_list,colSplice,storyHeight,bayWidth,Tcond,HC_maf,HC_im,Sa_MCEr,SaT_72,SaT_140,SaT_225,SaT_475,SaT_975,SaT_2475,meanM_72,meanM_140,meanM_225,meanM_475,meanM_975,meanM_2475,meanR_72,meanR_140,meanR_225,meanR_475,meanR_975,meanR_2475
1,1,"[[1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1],[0,0,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,1,1],[0,0,0,0,0,1,1,1,1],[0,0,0,0,0,1,1,1,1],[0,0,0,0,0,1,1,1,1],[0,0,0,0,0,1,1,1,1],[0,0,0,0,0,1,1,1,1]]","[[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1],[0,0,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1]]","[[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1],[0,0,1,1,1,1,1,1,1,1],[0,0,0,1,1,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1]]","[[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0]]","[168,156,156,156,156,156,156,120,120,120,120,120,120,120,120,127,150]","[360,360,360,360,360,360,360,360,360]",2.21421,"[0.27213836,0.16862609,0.10778856,0.074009987,0.050385543,0.033585933,0.021745517,0.013648219,0.0081837526,0.0045543531,0.0022662118,0.00097058286,0.00034360504,9.5038527e-05,1.8581401e-05,2.0966766e-06,1.000613e-07]","[0.00416135426338944,0.0073024693229195,0.0119039363681448,0.0176150535066565,0.0258744016766842,0.0380554250393067,0.056134994977448,0.0826130873895787,0.121402880675701,0.178735880192904,0.264023114711932,0.390975874778208,0.578738626907931,0.857674365442567,1.26362585694243,1.8387606026826,2.92640704704648]",0.42081448,0.080964,0.12996,0.17561,0.26682,0.37677,0.54807,7.2825,7.44,7.52,7.6275,7.6975,7.7675,38.0215,28.6287,24.0991,19.7812,17.4821,15.9414
