,EndCriteria,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-13-1,1-PID-14-1,1-PID-15-1,1-PID-16-1,1-PID-17-1,1-RID-1-1,1-RID-2-1,1-RID-3-1,1-RID-4-1,1-RID-5-1,1-RID-6-1,1-RID-7-1,1-RID-8-1,1-RID-9-1,1-RID-10-1,1-RID-11-1,1-RID-12-1,1-RID-13-1,1-RID-14-1,1-RID-15-1,1-RID-16-1,1-RID-17-1,1-PFA-0-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-13-1,1-PFA-14-1,1-PFA-15-1,1-PFA-16-1,1-PFA-17-1,1-DSS-2-100,1-DSS-4-100,1-DSS-6-100,1-DSS-8-100,1-DSS-2-101,1-DSS-4-101,1-DSS-6-101,1-DSS-8-101,1-DSS-10-101,1-DSS-2-102,1-DSS-4-102,1-DSS-6-102,1-DSS-8-102,1-DSS-10-102,1-DSS-2-103,1-DSS-4-103,1-DSS-6-103,1-DSS-8-103,1-DSS-10-103,1-DSS-12-103,1-DSS-2-104,1-DSS-4-104,1-DSS-6-104,1-DSS-8-104,1-DSS-10-104,1-DSS-12-104,1-DSS-2-105,1-DSS-4-105,1-DSS-6-105,1-DSS-8-105,1-DSS-10-105,1-DSS-12-105,1-DSS-14-105,1-DSS-16-105,1-DSS-2-106,1-DSS-4-106,1-DSS-6-106,1-DSS-8-106,1-DSS-10-106,1-DSS-12-106,1-DSS-14-106,1-DSS-16-106,1-DSS-2-107,1-DSS-4-107,1-DSS-6-107,1-DSS-8-107,1-DSS-10-107,1-DSS-12-107,1-DSS-14-107,1-DSS-16-107,1-DSS-2-108,1-DSS-4-108,1-DSS-6-108,1-DSS-8-108,1-DSS-10-108,1-DSS-12-108,1-DSS-14-108,1-DSS-16-108,1-DSS-2-109,1-DSS-4-109,1-DSS-6-109,1-DSS-8-109,1-DSS-10-109,1-DSS-12-109,1-DSS-14-109,1-DSS-16-109
RSN1495_CHICHI_TCU055-E,nonCollapse,0.00793981,0.00901585,0.00872533,0.00685285,0.00557264,0.00476743,0.00398006,0.00293968,0.00270899,0.00271748,0.00271019,0.00278585,0.00327326,0.00328165,0.00286772,0.00227148,0.00134552,0.00122256,0.00136081,0.00128723,0.00095473,0.00071541,0.00056298,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,30.4406,30.4406,36.4433,51.223,69.2409,72.82,65.5578,76.6928,75.1701,75.922,78.7501,85.4733,92.104,96.333,101.058,109.101,117.835,134.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1526_CHICHI_TCU098-E,nonCollapse,0.0104563,0.0114323,0.0107508,0.00811874,0.00633603,0.00522664,0.00414933,0.00286412,0.00253524,0.0024714,0.00239708,0.00240784,0.00271894,0.00264957,0.00225291,0.0017459,0.00103082,-0.000919079,-0.00102023,-0.000978555,-0.000756935,-0.00058144,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,15.0807,15.0807,38.6365,41.9904,48.504,56.4551,59.3445,66.5969,74.3661,79.827,83.6743,86.0884,87.7148,90.6595,92.3993,94.475,97.9599,102.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1545_CHICHI_TCU120-E,nonCollapse,0.00770012,0.00870757,0.00837832,0.00647538,0.00524162,0.00447195,0.00368842,0.00263557,0.00235416,0.00230705,0.00230384,0.00240722,0.00273606,0.00270375,0.00235267,0.00185197,0.0011052,0.0047127,0.00539089,0.00524708,0.00404482,0.00314036,0.00256021,0.00201524,0.00139115,0.00123374,0.00119923,0.00115893,0.00114892,0.00125677,0.00119168,0.000997484,0.000768281,0.0005,28.9911,28.9911,34.008,46.0451,51.2139,58.5426,58.1866,62.6353,72.1602,73.4826,76.9299,86.7457,92.2735,91.9098,88.3973,97.4325,102.147,109.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1549_CHICHI_TCU129-E,nonCollapse,0.011252,0.011613,0.0110394,0.00842761,0.00734886,0.00652192,0.00524238,0.00331742,0.00315853,0.00345231,0.00365046,0.00411007,0.0050874,0.0053259,0.00485984,0.00402576,0.00246615,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,186.228,186.228,113.842,173.205,161.081,120.52,99.8985,119.661,149.794,165.476,139.377,152.405,164.879,151.831,145.835,176.426,201.425,237.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1550_CHICHI_TCU136-N,nonCollapse,0.00598425,0.00673337,0.00640079,0.00486583,0.00383154,0.00338038,0.00320924,0.00256706,0.00241979,0.00235302,0.00225042,0.00231676,0.00272052,0.0027196,0.00236615,0.00186663,0.00109741,-0.00138623,-0.00160027,-0.00157161,-0.00122947,-0.000969965,-0.000804602,-0.000644771,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,47.7466,47.7466,47.0747,55.8013,58.8988,59.6279,59.3717,54.6332,59.3531,55.6088,60.894,75.8969,85.8878,91.083,92.7803,91.5619,98.6772,111.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1583_CHICHI_TTN033-E,nonCollapse,0.00629525,0.0070793,0.0066614,0.00528969,0.00429595,0.00365058,0.00319838,0.00251051,0.00249344,0.00271271,0.0029658,0.00334133,0.00406199,0.00416213,0.00367173,0.00291177,0.00170585,-0.000755493,-0.000862357,-0.000831134,-0.000631873,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,25.2454,25.2454,45.5348,71.2208,83.4582,77.6887,75.8698,67.0369,70.4579,69.5805,70.1192,68.678,71.1285,77.8788,89.5648,121.202,149.76,173.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1594_CHICHI_TTN051-E,nonCollapse,0.0112435,0.0116774,0.0104033,0.00791857,0.00662258,0.00605154,0.00526379,0.00382353,0.0033728,0.00323493,0.00322942,0.00345215,0.00407556,0.00411103,0.00360871,0.00286358,0.00169003,0.00118018,0.00118124,0.000999007,0.000685496,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,48.384,48.384,64.9881,87.0159,99.8307,88.9429,77.6532,94.4261,98.6001,104.324,119.367,127.151,128.192,124.413,119.782,130.092,150.253,171.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1626_SITKA_212V5090,nonCollapse,0.01031,0.011171,0.0104054,0.00819693,0.00664621,0.00555847,0.00431407,0.00312653,0.00293951,0.00277618,0.00252861,0.00277269,0.00335926,0.00344826,0.0030566,0.00244027,0.00144962,0.00264009,0.00284992,0.00262931,0.00193662,0.00146045,0.0011769,0.000925924,0.000643588,0.000576507,0.000564348,0.000548552,0.000542925,0.000587789,0.000552551,0.0005,0.0005,0.0005,116.763,116.763,82.6083,99.6267,91.9407,94.3251,94.3398,108.089,108.822,115.868,116.366,128.734,132.744,129.998,132.645,125.692,123.979,144.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1787_HECTOR_HEC000,nonCollapse,0.00629252,0.00711157,0.00676679,0.00517712,0.00445097,0.00407716,0.00358593,0.00273396,0.00256461,0.00259821,0.00263767,0.00276674,0.00340853,0.00362583,0.00334533,0.00277583,0.00170147,-0.00390231,-0.00449213,-0.00439803,-0.00342736,-0.00269254,-0.00222203,-0.00177414,-0.0012425,-0.00110979,-0.00108631,-0.00106395,-0.00108485,-0.00123642,-0.00120994,-0.00102958,-0.000795456,-0.0005,64.5728,64.5728,66.7534,94.0533,85.1192,79.9137,88.565,81.9199,68.7724,70.901,69.9632,67.1954,77.7536,87.8188,97.5248,108.968,125.478,160.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1795_HECTOR_JTN090,nonCollapse,0.00743002,0.00808306,0.00788084,0.00614322,0.0049014,0.00435632,0.00381072,0.00289097,0.00279449,0.00295753,0.00317663,0.00349245,0.00420315,0.00453689,0.00418428,0.0036295,0.0023934,-0.00273571,-0.00314746,-0.00308495,-0.00240831,-0.00189228,-0.00155562,-0.00123239,-0.000852809,-0.00075446,-0.000732393,-0.000712071,-0.000723231,-0.000825196,-0.000810044,-0.000687745,-0.000531285,-0.0005,129.441,129.441,120.964,132.711,122.257,127.948,124.577,126.023,145.632,147.459,144.967,135.076,110.885,118.253,145.692,158.174,159.675,202.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
