,EndCriteria,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-13-1,1-PID-14-1,1-PID-15-1,1-PID-16-1,1-PID-17-1,1-RID-1-1,1-RID-2-1,1-RID-3-1,1-RID-4-1,1-RID-5-1,1-RID-6-1,1-RID-7-1,1-RID-8-1,1-RID-9-1,1-RID-10-1,1-RID-11-1,1-RID-12-1,1-RID-13-1,1-RID-14-1,1-RID-15-1,1-RID-16-1,1-RID-17-1,1-PFA-0-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-13-1,1-PFA-14-1,1-PFA-15-1,1-PFA-16-1,1-PFA-17-1,1-DSS-2-100,1-DSS-4-100,1-DSS-6-100,1-DSS-8-100,1-DSS-2-101,1-DSS-4-101,1-DSS-6-101,1-DSS-8-101,1-DSS-10-101,1-DSS-2-102,1-DSS-4-102,1-DSS-6-102,1-DSS-8-102,1-DSS-10-102,1-DSS-2-103,1-DSS-4-103,1-DSS-6-103,1-DSS-8-103,1-DSS-10-103,1-DSS-12-103,1-DSS-2-104,1-DSS-4-104,1-DSS-6-104,1-DSS-8-104,1-DSS-10-104,1-DSS-12-104,1-DSS-2-105,1-DSS-4-105,1-DSS-6-105,1-DSS-8-105,1-DSS-10-105,1-DSS-12-105,1-DSS-14-105,1-DSS-16-105,1-DSS-2-106,1-DSS-4-106,1-DSS-6-106,1-DSS-8-106,1-DSS-10-106,1-DSS-12-106,1-DSS-14-106,1-DSS-16-106,1-DSS-2-107,1-DSS-4-107,1-DSS-6-107,1-DSS-8-107,1-DSS-10-107,1-DSS-12-107,1-DSS-14-107,1-DSS-16-107,1-DSS-2-108,1-DSS-4-108,1-DSS-6-108,1-DSS-8-108,1-DSS-10-108,1-DSS-12-108,1-DSS-14-108,1-DSS-16-108,1-DSS-2-109,1-DSS-4-109,1-DSS-6-109,1-DSS-8-109,1-DSS-10-109,1-DSS-12-109,1-DSS-14-109,1-DSS-16-109
RSN1270_CHICHI_HWA020-E,nonCollapse,0.0124742,0.0142272,0.0143573,0.0111906,0.00962348,0.00843172,0.00738884,0.00493348,0.00486425,0.00495038,0.00545479,0.00684953,0.00937843,0.010712,0.00960916,0.00737886,0.00443358,0.0005,0.0005,-0.0005,-0.0005,-0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.000715244,-0.000624178,-0.0005,-0.0005,146.109,146.109,233.496,272.419,270.452,208.494,195.499,160.582,241.336,254.787,255.67,224.096,244.708,224.976,259.683,315.508,441.173,435.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1272_CHICHI_HWA023-E,nonCollapse,0.0106964,0.0117095,0.010969,0.00822544,0.00668663,0.00577434,0.00478883,0.00351706,0.00324712,0.00322553,0.00332013,0.00364362,0.00437024,0.0044576,0.00395074,0.00316573,0.00188924,-0.00128186,-0.00143367,-0.00144147,-0.00120712,-0.00100569,-0.000866194,-0.000715284,-0.000518822,-0.0005,-0.0005,-0.0005,-0.0005,-0.000581433,-0.000582195,-0.000501054,-0.0005,-0.0005,52.4637,52.4637,52.7016,80.1655,93.3822,91.2438,93.4641,99.5994,92.7789,87.2833,92.4082,98.4578,107.508,113.798,123.266,137.349,158.532,187.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1292_CHICHI_HWA045-N,nonCollapse,0.00947702,0.010237,0.0111533,0.0092702,0.007098,0.0072646,0.00754351,0.00658715,0.00670931,0.0069473,0.00703294,0.00727445,0.00823858,0.0086091,0.00777362,0.00632772,0.00386467,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,147.151,147.151,188.44,200.163,187.508,151.383,198.107,196.741,138.368,136.523,166.497,217.088,260.144,283.513,299.221,320.456,313.004,359.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1319_CHICHI_ILA015-N,nonCollapse,0.0126374,0.0130071,0.0117804,0.00897821,0.00703514,0.00562061,0.00423435,0.00340017,0.00338145,0.00359916,0.00396917,0.00456125,0.00571466,0.0060102,0.00542937,0.00439256,0.00261124,-0.00188313,-0.00176834,-0.00145469,-0.000913861,-0.00059512,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,70.9812,70.9812,133.381,166.617,181.834,158.973,110.21,104.172,116.543,127.789,126.15,122.924,126.632,123.417,141.579,163.173,211.314,260.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1338_CHICHI_ILA050-E,nonCollapse,0.00946746,0.0101686,0.00980799,0.00750479,0.0058581,0.00485088,0.00377239,0.00267292,0.00249129,0.00246398,0.00246464,0.00267944,0.00339103,0.00356353,0.00323953,0.0026782,0.00163137,-0.0048204,-0.00553048,-0.00538447,-0.00415195,-0.00322081,-0.00261182,-0.0020407,-0.0013907,-0.00121615,-0.00117307,-0.00113092,-0.0011339,-0.00127564,-0.00123824,-0.00104652,-0.000806945,-0.0005,89.8874,89.8874,104.936,139.845,112.626,90.8527,79.2016,84.4653,94.5677,101.887,110.856,122.098,126.559,132.131,119.65,114.163,133.516,156.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1391_CHICHI_KAU077-E,nonCollapse,0.0119323,0.0127657,0.0116957,0.00869682,0.0065993,0.00548624,0.00438246,0.00311325,0.00284163,0.0028296,0.00282577,0.00292096,0.00333279,0.00328294,0.00283706,0.00223681,0.00133592,0.00203261,0.00214112,0.00192694,0.00134262,0.000985304,0.000817567,0.000686086,0.000512612,0.0005,0.0005,0.0005,0.0005,0.000528905,0.0005,0.0005,0.0005,0.0005,59.2181,59.2181,61.3645,73.4402,72.756,80.379,83.7288,85.1338,92.8414,95.1353,95.542,99.8677,102.177,101.232,101.965,109.344,117.747,130.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1422_CHICHI_TAP024-S,nonCollapse,0.0103171,0.0110741,0.0106788,0.00830616,0.00655827,0.00551955,0.0044933,0.00317956,0.00289249,0.00287224,0.00284184,0.00297061,0.00348218,0.00348813,0.00303409,0.0023916,0.00141594,0.000528071,0.000740603,0.000824735,0.000703453,0.000582011,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,46.0341,46.0341,57.3001,57.2975,64.6271,63.871,69.7482,72.6692,78.0765,86.0379,88.6255,89.5722,94.3538,100.594,107.47,114.607,125.737,140.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1436_CHICHI_TAP052-E,nonCollapse,0.0065572,0.00688897,0.00638729,0.00549241,0.00483871,0.00422247,0.00328252,0.0024396,0.00228617,0.00217,0.00221773,0.00242951,0.00286669,0.00286688,0.00248465,0.00194816,0.00118894,-0.00171305,-0.00197034,-0.00192735,-0.00149815,-0.00117235,-0.000961826,-0.000761616,-0.000526067,-0.0005,-0.0005,-0.0005,-0.0005,-0.000521526,-0.000517739,-0.0005,-0.0005,-0.0005,39.1442,39.1442,68.6442,77.2725,78.9226,70.1816,72.2663,83.7743,79.8886,87.8625,92.3148,92.2,107.486,114.873,110.466,94.0336,106.307,117.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1470_CHICHI_TCU014-E,nonCollapse,0.0116948,0.0120607,0.0118407,0.0092027,0.00714772,0.00567581,0.00434679,0.00327092,0.00323343,0.00328244,0.00331873,0.00362046,0.00442698,0.00456245,0.00405007,0.003232,0.00190351,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,36.728,36.728,78.6905,87.8765,103.813,107.807,116.929,111.856,115.219,111.655,107.233,107.823,113.089,118.518,117.997,134.557,161.906,192.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1479_CHICHI_TCU034-E,nonCollapse,0.0150644,0.0141159,0.0123621,0.0103375,0.00873316,0.00723436,0.00548668,0.00373562,0.00369024,0.00372168,0.00369806,0.00382008,0.00443216,0.00449202,0.00400627,0.00324113,0.00194443,-0.00115728,-0.00104244,-0.000869812,-0.000524914,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,87.9105,87.9105,133.007,133.366,134.925,127.915,131.814,131.702,126.652,142.962,164.44,176.367,168.609,142.5,154.228,158.471,163.763,193.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
