,EndCriteria,EndCriteriaY,EndCriteriaX,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-13-1,1-PID-14-1,1-PID-15-1,1-PID-16-1,1-PID-17-1,1-RID-1-1,1-PFA-0-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-13-1,1-PFA-14-1,1-PFA-15-1,1-PFA-16-1,1-PFA-17-1,1-DSC-1-1001,1-DSC-1-1011,1-DSC-1-1021,1-DSC-1-1031,1-DSC-1-1041,1-DSC-1-1061,1-DSC-1-1071,1-DSC-1-1081,1-DSC-2-1001,1-DSC-2-1011,1-DSC-2-1021,1-DSC-2-1031,1-DSC-2-1041,1-DSC-2-1051,1-DSC-2-1061,1-DSC-2-1071,1-DSC-2-1081,1-DSC-3-1001,1-DSC-3-1011,1-DSC-3-1021,1-DSC-3-1031,1-DSC-3-1041,1-DSC-3-1051,1-DSC-3-1061,1-DSC-3-1071,1-DSC-3-1081,1-DSC-4-1001,1-DSC-4-1011,1-DSC-4-1021,1-DSC-4-1031,1-DSC-4-1041,1-DSC-4-1051,1-DSC-4-1061,1-DSC-4-1071,1-DSC-4-1081,1-DSC-5-1001,1-DSC-5-1011,1-DSC-5-1021,1-DSC-5-1031,1-DSC-5-1041,1-DSC-5-1051,1-DSC-5-1061,1-DSC-5-1071,1-DSC-5-1081,1-DSC-6-1001,1-DSC-6-1011,1-DSC-6-1021,1-DSC-6-1031,1-DSC-6-1041,1-DSC-6-1051,1-DSC-6-1061,1-DSC-6-1071,1-DSC-6-1081,1-DSC-7-1001,1-DSC-7-1011,1-DSC-7-1021,1-DSC-7-1031,1-DSC-7-1041,1-DSC-7-1051,1-DSC-7-1061,1-DSC-7-1071,1-DSC-7-1081,1-DSC-8-1001,1-DSC-8-1011,1-DSC-8-1021,1-DSC-8-1031,1-DSC-8-1041,1-DSC-8-1051,1-DSC-8-1061,1-DSC-8-1071,1-DSC-8-1081,1-DSC-9-1001,1-DSC-9-1011,1-DSC-9-1021,1-DSC-9-1031,1-DSC-9-1041,1-DSC-9-1051,1-DSC-9-1061,1-DSC-9-1071,1-DSC-9-1081,1-DSC-10-1011,1-DSC-10-1021,1-DSC-10-1031,1-DSC-10-1041,1-DSC-10-1051,1-DSC-10-1061,1-DSC-10-1071,1-DSC-10-1081,1-DSC-11-1021,1-DSC-11-1031,1-DSC-11-1041,1-DSC-11-1051,1-DSC-11-1061,1-DSC-11-1071,1-DSC-11-1081,1-DSC-12-1031,1-DSC-12-1041,1-DSC-12-1051,1-DSC-12-1061,1-DSC-12-1071,1-DSC-12-1081,1-DSC-13-1051,1-DSC-13-1061,1-DSC-13-1071,1-DSC-13-1081,1-DSC-14-1051,1-DSC-14-1061,1-DSC-14-1071,1-DSC-14-1081,1-DSC-15-1051,1-DSC-15-1061,1-DSC-15-1071,1-DSC-15-1081,1-DSC-16-1051,1-DSC-16-1061,1-DSC-16-1071,1-DSC-16-1081,1-DSC-17-1051,1-DSC-17-1061,1-DSC-17-1071,1-DSC-17-1081,1-DSC-1-1002,1-DSC-1-1012,1-DSC-1-1022,1-DSC-1-1032,1-DSC-1-1042,1-DSC-1-1062,1-DSC-1-1072,1-DSC-1-1082,1-DSC-2-1002,1-DSC-2-1012,1-DSC-2-1022,1-DSC-2-1032,1-DSC-2-1042,1-DSC-2-1052,1-DSC-2-1062,1-DSC-2-1072,1-DSC-2-1082,1-DSC-3-1002,1-DSC-3-1012,1-DSC-3-1022,1-DSC-3-1032,1-DSC-3-1042,1-DSC-3-1052,1-DSC-3-1062,1-DSC-3-1072,1-DSC-3-1082,1-DSC-4-1002,1-DSC-4-1012,1-DSC-4-1022,1-DSC-4-1032,1-DSC-4-1042,1-DSC-4-1052,1-DSC-4-1062,1-DSC-4-1072,1-DSC-4-1082,1-DSC-5-1002,1-DSC-5-1012,1-DSC-5-1022,1-DSC-5-1032,1-DSC-5-1042,1-DSC-5-1052,1-DSC-5-1062,1-DSC-5-1072,1-DSC-5-1082,1-DSC-6-1002,1-DSC-6-1012,1-DSC-6-1022,1-DSC-6-1032,1-DSC-6-1042,1-DSC-6-1052,1-DSC-6-1062,1-DSC-6-1072,1-DSC-6-1082,1-DSC-7-1002,1-DSC-7-1012,1-DSC-7-1022,1-DSC-7-1032,1-DSC-7-1042,1-DSC-7-1052,1-DSC-7-1062,1-DSC-7-1072,1-DSC-7-1082,1-DSC-8-1002,1-DSC-8-1012,1-DSC-8-1022,1-DSC-8-1032,1-DSC-8-1042,1-DSC-8-1052,1-DSC-8-1062,1-DSC-8-1072,1-DSC-8-1082,1-DSC-9-1002,1-DSC-9-1012,1-DSC-9-1022,1-DSC-9-1032,1-DSC-9-1042,1-DSC-9-1052,1-DSC-9-1062,1-DSC-9-1072,1-DSC-9-1082,1-DSC-10-1012,1-DSC-10-1022,1-DSC-10-1032,1-DSC-10-1042,1-DSC-10-1052,1-DSC-10-1062,1-DSC-10-1072,1-DSC-10-1082,1-DSC-11-1022,1-DSC-11-1032,1-DSC-11-1042,1-DSC-11-1052,1-DSC-11-1062,1-DSC-11-1072,1-DSC-11-1082,1-DSC-12-1032,1-DSC-12-1042,1-DSC-12-1052,1-DSC-12-1062,1-DSC-12-1072,1-DSC-12-1082,1-DSC-13-1052,1-DSC-13-1062,1-DSC-13-1072,1-DSC-13-1082,1-DSC-14-1052,1-DSC-14-1062,1-DSC-14-1072,1-DSC-14-1082,1-DSC-15-1052,1-DSC-15-1062,1-DSC-15-1072,1-DSC-15-1082,1-DSC-16-1052,1-DSC-16-1062,1-DSC-16-1072,1-DSC-16-1082,1-DSC-17-1052,1-DSC-17-1062,1-DSC-17-1072,1-DSC-17-1082,1-DSS-2-100,1-DSS-4-100,1-DSS-6-100,1-DSS-8-100,1-DSS-2-101,1-DSS-4-101,1-DSS-6-101,1-DSS-8-101,1-DSS-10-101,1-DSS-2-102,1-DSS-4-102,1-DSS-6-102,1-DSS-8-102,1-DSS-10-102,1-DSS-2-103,1-DSS-4-103,1-DSS-6-103,1-DSS-8-103,1-DSS-10-103,1-DSS-12-103,1-DSS-2-104,1-DSS-4-104,1-DSS-6-104,1-DSS-8-104,1-DSS-10-104,1-DSS-12-104,1-DSS-2-105,1-DSS-4-105,1-DSS-6-105,1-DSS-8-105,1-DSS-10-105,1-DSS-12-105,1-DSS-14-105,1-DSS-16-105,1-DSS-2-106,1-DSS-4-106,1-DSS-6-106,1-DSS-8-106,1-DSS-10-106,1-DSS-12-106,1-DSS-14-106,1-DSS-16-106,1-DSS-2-107,1-DSS-4-107,1-DSS-6-107,1-DSS-8-107,1-DSS-10-107,1-DSS-12-107,1-DSS-14-107,1-DSS-16-107,1-DSS-2-108,1-DSS-4-108,1-DSS-6-108,1-DSS-8-108,1-DSS-10-108,1-DSS-12-108,1-DSS-14-108,1-DSS-16-108,1-DSS-2-109,1-DSS-4-109,1-DSS-6-109,1-DSS-8-109,1-DSS-10-109,1-DSS-12-109,1-DSS-14-109,1-DSS-16-109,1-PID-1-2,1-PID-2-2,1-PID-3-2,1-PID-4-2,1-PID-5-2,1-PID-6-2,1-PID-7-2,1-PID-8-2,1-PID-9-2,1-PID-10-2,1-PID-11-2,1-PID-12-2,1-PID-13-2,1-PID-14-2,1-PID-15-2,1-PID-16-2,1-PID-17-2,1-RID-1-2,1-PFA-0-2,1-PFA-1-2,1-PFA-2-2,1-PFA-3-2,1-PFA-4-2,1-PFA-5-2,1-PFA-6-2,1-PFA-7-2,1-PFA-8-2,1-PFA-9-2,1-PFA-10-2,1-PFA-11-2,1-PFA-12-2,1-PFA-13-2,1-PFA-14-2,1-PFA-15-2,1-PFA-16-2,1-PFA-17-2,1-DSC-1-2001,1-DSC-1-2011,1-DSC-1-2021,1-DSC-1-2031,1-DSC-1-2051,1-DSC-1-2061,1-DSC-1-2071,1-DSC-2-2001,1-DSC-2-2011,1-DSC-2-2021,1-DSC-2-2031,1-DSC-2-2041,1-DSC-2-2051,1-DSC-2-2061,1-DSC-2-2071,1-DSC-3-2001,1-DSC-3-2011,1-DSC-3-2021,1-DSC-3-2031,1-DSC-3-2041,1-DSC-3-2051,1-DSC-3-2061,1-DSC-3-2071,1-DSC-4-2001,1-DSC-4-2011,1-DSC-4-2021,1-DSC-4-2031,1-DSC-4-2041,1-DSC-4-2051,1-DSC-4-2061,1-DSC-4-2071,1-DSC-5-2001,1-DSC-5-2011,1-DSC-5-2021,1-DSC-5-2031,1-DSC-5-2041,1-DSC-5-2051,1-DSC-5-2061,1-DSC-5-2071,1-DSC-6-2001,1-DSC-6-2011,1-DSC-6-2021,1-DSC-6-2031,1-DSC-6-2041,1-DSC-6-2051,1-DSC-6-2061,1-DSC-6-2071,1-DSC-7-2001,1-DSC-7-2011,1-DSC-7-2021,1-DSC-7-2031,1-DSC-7-2041,1-DSC-7-2051,1-DSC-7-2061,1-DSC-7-2071,1-DSC-8-2031,1-DSC-8-2041,1-DSC-8-2051,1-DSC-8-2061,1-DSC-8-2071,1-DSC-9-2031,1-DSC-9-2041,1-DSC-9-2051,1-DSC-9-2061,1-DSC-9-2071,1-DSC-10-2031,1-DSC-10-2041,1-DSC-10-2051,1-DSC-10-2061,1-DSC-10-2071,1-DSC-11-2031,1-DSC-11-2041,1-DSC-11-2051,1-DSC-11-2061,1-DSC-11-2071,1-DSC-12-2031,1-DSC-12-2041,1-DSC-12-2051,1-DSC-12-2061,1-DSC-12-2071,1-DSC-13-2031,1-DSC-13-2041,1-DSC-13-2051,1-DSC-13-2061,1-DSC-13-2071,1-DSC-14-2031,1-DSC-14-2041,1-DSC-14-2051,1-DSC-14-2061,1-DSC-14-2071,1-DSC-15-2031,1-DSC-15-2041,1-DSC-15-2051,1-DSC-15-2061,1-DSC-15-2071,1-DSC-16-2031,1-DSC-16-2041,1-DSC-16-2051,1-DSC-16-2061,1-DSC-16-2071,1-DSC-17-2031,1-DSC-17-2041,1-DSC-17-2051,1-DSC-17-2061,1-DSC-17-2071,1-DSC-1-2002,1-DSC-1-2012,1-DSC-1-2022,1-DSC-1-2032,1-DSC-1-2052,1-DSC-1-2062,1-DSC-1-2072,1-DSC-2-2002,1-DSC-2-2012,1-DSC-2-2022,1-DSC-2-2032,1-DSC-2-2042,1-DSC-2-2052,1-DSC-2-2062,1-DSC-2-2072,1-DSC-3-2002,1-DSC-3-2012,1-DSC-3-2022,1-DSC-3-2032,1-DSC-3-2042,1-DSC-3-2052,1-DSC-3-2062,1-DSC-3-2072,1-DSC-4-2002,1-DSC-4-2012,1-DSC-4-2022,1-DSC-4-2032,1-DSC-4-2042,1-DSC-4-2052,1-DSC-4-2062,1-DSC-4-2072,1-DSC-5-2002,1-DSC-5-2012,1-DSC-5-2022,1-DSC-5-2032,1-DSC-5-2042,1-DSC-5-2052,1-DSC-5-2062,1-DSC-5-2072,1-DSC-6-2002,1-DSC-6-2012,1-DSC-6-2022,1-DSC-6-2032,1-DSC-6-2042,1-DSC-6-2052,1-DSC-6-2062,1-DSC-6-2072,1-DSC-7-2002,1-DSC-7-2012,1-DSC-7-2022,1-DSC-7-2032,1-DSC-7-2042,1-DSC-7-2052,1-DSC-7-2062,1-DSC-7-2072,1-DSC-8-2032,1-DSC-8-2042,1-DSC-8-2052,1-DSC-8-2062,1-DSC-8-2072,1-DSC-9-2032,1-DSC-9-2042,1-DSC-9-2052,1-DSC-9-2062,1-DSC-9-2072,1-DSC-10-2032,1-DSC-10-2042,1-DSC-10-2052,1-DSC-10-2062,1-DSC-10-2072,1-DSC-11-2032,1-DSC-11-2042,1-DSC-11-2052,1-DSC-11-2062,1-DSC-11-2072,1-DSC-12-2032,1-DSC-12-2042,1-DSC-12-2052,1-DSC-12-2062,1-DSC-12-2072,1-DSC-13-2032,1-DSC-13-2042,1-DSC-13-2052,1-DSC-13-2062,1-DSC-13-2072,1-DSC-14-2032,1-DSC-14-2042,1-DSC-14-2052,1-DSC-14-2062,1-DSC-14-2072,1-DSC-15-2032,1-DSC-15-2042,1-DSC-15-2052,1-DSC-15-2062,1-DSC-15-2072,1-DSC-16-2032,1-DSC-16-2042,1-DSC-16-2052,1-DSC-16-2062,1-DSC-16-2072,1-DSC-17-2032,1-DSC-17-2042,1-DSC-17-2052,1-DSC-17-2062,1-DSC-17-2072,1-DSS-2-200,1-DSS-4-200,1-DSS-6-200,1-DSS-2-201,1-DSS-4-201,1-DSS-6-201,1-DSS-2-202,1-DSS-4-202,1-DSS-6-202,1-DSS-2-203,1-DSS-4-203,1-DSS-6-203,1-DSS-8-203,1-DSS-10-203,1-DSS-12-203,1-DSS-14-203,1-DSS-16-203,1-DSS-2-204,1-DSS-4-204,1-DSS-6-204,1-DSS-8-204,1-DSS-10-204,1-DSS-12-204,1-DSS-14-204,1-DSS-16-204,1-DSS-2-205,1-DSS-4-205,1-DSS-6-205,1-DSS-8-205,1-DSS-10-205,1-DSS-12-205,1-DSS-14-205,1-DSS-16-205,1-DSS-2-206,1-DSS-4-206,1-DSS-6-206,1-DSS-8-206,1-DSS-10-206,1-DSS-12-206,1-DSS-14-206,1-DSS-16-206,1-DSS-2-207,1-DSS-4-207,1-DSS-6-207,1-DSS-8-207,1-DSS-10-207,1-DSS-12-207,1-DSS-14-207,1-DSS-16-207,1-DSS-2-208,1-DSS-4-208,1-DSS-6-208,1-DSS-8-208,1-DSS-10-208,1-DSS-12-208,1-DSS-14-208,1-DSS-16-208
RSN1465,nonCollapse,nonCollapse,nonCollapse,0.0366821,0.0336884,0.025549,0.0125363,0.00722645,0.00610176,0.00521743,0.00398341,0.0038288,0.00392898,0.00403698,0.00430223,0.00501323,0.00500807,0.00434172,0.00342181,0.00201917,0.00729086,992.264,53.8829,992.264,1809.03,1705.49,156.807,105.449,104.1,115.841,123.045,124.833,146.85,151.575,136.321,139.728,157.344,181.28,202.163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181942,0.0172481,0.0146125,0.0100423,0.00698164,0.00564723,0.00494821,0.00405024,0.00430972,0.00441638,0.00404234,0.00357236,0.00347998,0.00328079,0.00299541,0.00253244,0.00168224,0.00112315,1204.22,67.4914,1204.22,1650.74,174.036,86.3505,96.5707,129.093,117.652,109.325,140.002,153.583,143.741,124.878,126.057,117.616,126.021,155.69,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1517,nonCollapse,nonCollapse,nonCollapse,0.0184293,0.020368,0.0207529,0.0153146,0.0105818,0.00781023,0.00797994,0.00644878,0.00641179,0.00666392,0.00691363,0.00747415,0.00947885,0.0101547,0.00878076,0.00677099,0.00405671,0.00148256,1849.15,179.185,1849.15,2167.91,254.397,206.367,171.299,168.536,168.631,149.516,165.874,174.432,184.449,219.929,284.054,336.482,346.143,403.147,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160039,0.0141328,0.0105446,0.00713734,0.00662672,0.00737445,0.00805624,0.00723942,0.0076896,0.00772521,0.00692455,0.0060507,0.00581557,0.00513343,0.00434616,0.00343788,0.00218659,0.000948179,1650.58,76.5703,1650.58,1280.93,164.064,133.538,136.299,118.648,121.543,111.76,104.252,130.355,150.494,164.024,175.855,192.638,207.239,220.069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
