,EndCriteria,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-13-1,1-PID-14-1,1-PID-15-1,1-PID-16-1,1-PID-17-1,1-RID-1-1,1-RID-2-1,1-RID-3-1,1-RID-4-1,1-RID-5-1,1-RID-6-1,1-RID-7-1,1-RID-8-1,1-RID-9-1,1-RID-10-1,1-RID-11-1,1-RID-12-1,1-RID-13-1,1-RID-14-1,1-RID-15-1,1-RID-16-1,1-RID-17-1,1-PFA-0-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-13-1,1-PFA-14-1,1-PFA-15-1,1-PFA-16-1,1-PFA-17-1,1-DSS-2-100,1-DSS-4-100,1-DSS-6-100,1-DSS-8-100,1-DSS-2-101,1-DSS-4-101,1-DSS-6-101,1-DSS-8-101,1-DSS-10-101,1-DSS-2-102,1-DSS-4-102,1-DSS-6-102,1-DSS-8-102,1-DSS-10-102,1-DSS-2-103,1-DSS-4-103,1-DSS-6-103,1-DSS-8-103,1-DSS-10-103,1-DSS-12-103,1-DSS-2-104,1-DSS-4-104,1-DSS-6-104,1-DSS-8-104,1-DSS-10-104,1-DSS-12-104,1-DSS-2-105,1-DSS-4-105,1-DSS-6-105,1-DSS-8-105,1-DSS-10-105,1-DSS-12-105,1-DSS-14-105,1-DSS-16-105,1-DSS-2-106,1-DSS-4-106,1-DSS-6-106,1-DSS-8-106,1-DSS-10-106,1-DSS-12-106,1-DSS-14-106,1-DSS-16-106,1-DSS-2-107,1-DSS-4-107,1-DSS-6-107,1-DSS-8-107,1-DSS-10-107,1-DSS-12-107,1-DSS-14-107,1-DSS-16-107,1-DSS-2-108,1-DSS-4-108,1-DSS-6-108,1-DSS-8-108,1-DSS-10-108,1-DSS-12-108,1-DSS-14-108,1-DSS-16-108,1-DSS-2-109,1-DSS-4-109,1-DSS-6-109,1-DSS-8-109,1-DSS-10-109,1-DSS-12-109,1-DSS-14-109,1-DSS-16-109
RSN1309_CHICHI_ILA003-N,nonCollapse,0.0250279,0.0243147,0.0213414,0.0143899,0.00965536,0.00706444,0.00565635,0.00430022,0.00419881,0.00435707,0.00449963,0.00478028,0.00555277,0.00561734,0.00495798,0.00394143,0.00229995,0.00166793,0.00148149,0.0011178,0.00053782,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,85.0319,85.0319,124.766,154.516,151.578,140.141,124.247,110.992,147.712,157.336,166.73,167.393,158.43,136.937,159.218,184.066,204.982,236.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1321_CHICHI_ILA021-N,nonCollapse,0.0164227,0.0186047,0.0185109,0.012729,0.00933151,0.00746793,0.0056731,0.0042133,0.00480003,0.00552845,0.0061902,0.00699954,0.0084701,0.00835001,0.00700379,0.00556382,0.00340752,0.00273135,0.00241833,0.0019001,0.000911042,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,161.816,161.816,263.296,201.699,185.183,175.492,166.517,206.063,194.404,179.926,188.355,179.601,155.491,149.87,236.903,319.285,341.964,333.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1332_CHICHI_ILA042-E,nonCollapse,0.0418619,0.0380354,0.0300609,0.0179028,0.0111033,0.00773936,0.00601756,0.00427,0.00389019,0.00376989,0.00388578,0.00428232,0.00523247,0.00542638,0.00508961,0.00425228,0.00260125,0.0124173,0.0106917,0.00780385,0.00412926,0.00155779,0.0005,0.0005,-0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,104.394,104.394,170.519,166.813,150.66,135.166,141.978,128.459,131.506,161.498,192.153,210.484,204.659,172.34,148.909,168.713,200.538,248.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1336_CHICHI_ILA048-N,nonCollapse,0.020299,0.019585,0.0167469,0.0111324,0.00749787,0.00685475,0.00647767,0.0051698,0.00492121,0.0048998,0.00485366,0.00541593,0.006628,0.00683175,0.00607155,0.00485548,0.00286433,-0.001394,-0.00116333,-0.000804884,-0.0005,-0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,68.9987,68.9987,129.502,174.88,181.332,143.27,115.673,108.497,123.175,118.13,109.332,129.161,149.612,166.93,182.288,194.845,245.453,291.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1377_CHICHI_KAU050-E,nonCollapse,0.0207216,0.0190584,0.0161479,0.010668,0.00725142,0.00603741,0.00506991,0.00449274,0.00454899,0.00474401,0.00502745,0.00552766,0.00662424,0.00675579,0.00599119,0.00480768,0.00287382,-0.00102276,-0.000847852,-0.000583932,-0.0005,-0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,134.496,134.496,128.799,164.26,143.241,143.482,145.38,129.986,123.956,122.899,113.169,122.878,145.592,157.084,168.93,206.132,236.368,286.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1419_CHICHI_TAP017-N,nonCollapse,0.0320357,0.0302024,0.0241661,0.0144996,0.00964757,0.0069768,0.00562694,0.00428282,0.00413207,0.00425313,0.00434734,0.00456128,0.00523018,0.00512232,0.0043717,0.0033979,0.00199006,-0.00969558,-0.00846674,-0.00619405,-0.003084,-0.00133323,-0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,65.3773,65.3773,120.985,126.82,114.157,98.9623,95.3156,101.72,98.4301,106.761,114.294,126.686,140.127,150.057,156.947,177.424,191.88,202.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1423_CHICHI_TAP026-N,nonCollapse,0.0182656,0.0170778,0.0144798,0.00990861,0.00729649,0.00677228,0.00653985,0.00544492,0.0053373,0.00553794,0.00582368,0.00631961,0.00750715,0.00764636,0.00666639,0.00522132,0.00299591,0.00147332,0.0012292,0.000821359,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,95.4585,95.4585,139.517,143.092,124.662,126.111,129.843,140.566,118.035,127.135,125.287,129.231,146.27,168.683,206.218,249.614,284.298,320.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1436_CHICHI_TAP052-E,nonCollapse,0.016079,0.016034,0.0138007,0.0107588,0.00849495,0.00688547,0.00624481,0.00477124,0.00436287,0.00419033,0.00396569,0.00393536,0.00465349,0.00500409,0.00464345,0.00385754,0.0023581,-0.0005,-0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,80.3219,80.3219,159.49,142.542,133.316,131.992,140.186,151.92,137.758,151.496,157.141,159.226,189.154,212.659,214.133,182.465,168.488,224.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1465_CHICHI_TCU007-E,nonCollapse,0.0249531,0.0229142,0.0181205,0.0111692,0.00750434,0.00622332,0.00515997,0.00394279,0.00380059,0.00390712,0.0040324,0.00431055,0.00503577,0.00501783,0.00434868,0.00341681,0.00200874,0.00363864,0.00307842,0.00217108,0.000971582,0.0005,0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,53.8829,53.8829,74.3123,108.031,109.472,112.661,104.37,107.615,113.269,121.551,121.93,117.593,114.696,121.621,132.92,160.769,184.254,204.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSN1478_CHICHI_TCU033-E,nonCollapse,0.0168834,0.015743,0.0127481,0.00950115,0.00751973,0.0061811,0.0048806,0.00372166,0.00359297,0.00363284,0.00367963,0.00387179,0.00445783,0.00437753,0.00375581,0.00295692,0.00176253,-0.00118415,-0.000931559,-0.0006216,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,69.3393,69.3393,89.9973,119.812,106.251,100.761,106.944,109.967,119.292,125.395,113.622,109.7,109.271,109.113,132.299,153.753,166.354,174.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
